lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
30,0,88.0,11,26,4,1,2,3,0,0
48,2,111.6,10,2,4,2,0,0,0,1
4,2,127.0,12,31,4,2,0,0,0,1
5,0,131.0,4,21,4,2,0,0,3,0
138,1,110.08,6,5,4,2,2,0,0,1
56,0,118.8,4,22,4,2,1,0,3,0
13,1,100.0,9,15,2,1,0,3,0,1
16,2,71.6,1,17,4,1,2,0,0,1
229,0,85.5,9,3,4,1,0,3,0,0
155,1,94.5,8,21,4,0,1,3,0,1
58,1,207.9,8,6,4,1,1,0,5,1
160,0,71.6,7,25,4,5,3,0,0,0
219,0,76.67,9,4,3,2,1,0,0,1
38,2,88.4,11,27,4,2,2,0,0,1
42,0,71.6,2,12,4,2,1,0,0,1
136,0,76.16,11,28,4,4,1,0,1,0
197,0,160.6,12,21,3,4,1,1,0,1
59,1,87.3,8,28,4,3,2,3,0,1
40,1,87.3,9,6,4,2,0,3,0,1
83,1,105.3,7,23,4,1,0,0,0,1
150,2,131.75,7,14,4,8,2,0,3,0
62,1,76.0,4,3,3,3,2,0,0,1
273,0,95.0,5,13,3,2,1,0,0,0
3,0,124.0,9,8,4,4,0,0,0,1
221,0,65.0,10,17,3,1,2,0,0,1
1,0,101.5,8,14,3,2,0,1,0,1
126,0,80.75,6,2,3,3,0,0,0,1
45,1,112.5,3,19,4,1,2,0,3,0
12,1,127.0,2,26,4,2,0,0,3,0
85,0,162.3,8,19,4,2,1,0,3,0
46,1,99.0,9,1,4,2,0,3,0,1
114,1,87.05,5,14,4,2,2,0,3,1
15,1,116.31,10,4,4,2,0,0,0,1
279,0,110.0,10,12,3,3,0,0,0,0
2,1,0.0,1,27,1,1,0,0,0,1
9,2,82.0,1,15,4,2,1,0,0,1
22,0,82.33,2,4,4,3,0,0,0,0
322,0,82.79,12,30,4,3,2,0,0,0
132,0,100.3,12,8,4,5,2,0,0,0
22,2,89.0,9,12,4,0,1,3,0,1
9,1,87.0,10,31,4,1,2,0,0,1
15,0,164.0,9,26,4,2,1,0,3,1
219,0,108.0,9,4,3,1,0,1,0,0
51,0,126.36,5,28,4,1,1,0,3,0
28,1,108.42,6,14,4,3,0,0,3,1
98,0,89.75,5,30,3,1,1,0,0,1
145,1,112.0,7,4,3,4,1,0,0,1
115,0,87.0,2,27,3,2,2,0,0,1
54,3,109.8,8,30,4,4,0,0,0,1
50,0,71.33,12,31,3,3,0,0,0,1
37,1,95.4,3,1,4,4,0,0,3,0
10,3,35.0,7,3,1,0,2,0,4,1
1,1,79.0,6,13,4,1,1,3,0,1
86,0,85.5,4,14,4,3,0,3,0,0
1,1,108.0,2,27,4,1,2,0,3,1
83,2,123.9,6,3,4,2,1,0,0,1
23,1,0.0,12,8,4,0,0,0,3,1
157,1,101.58,7,11,4,3,1,0,0,0
23,0,98.0,4,8,4,1,0,3,0,1
335,1,90.0,10,13,3,3,0,0,0,0
56,0,120.0,6,8,3,1,0,0,0,1
150,0,68.0,7,4,3,4,1,0,0,1
65,1,89.25,10,14,4,4,0,0,0,1
39,0,126.9,5,21,4,1,2,0,0,0
109,0,114.3,7,3,4,1,2,0,0,0
136,0,96.3,6,28,4,3,0,0,0,0
128,1,118.8,10,11,4,3,0,0,0,0
191,0,132.0,6,3,4,2,1,0,0,0
26,1,96.9,11,13,4,2,2,0,3,0
180,0,102.6,10,10,4,3,1,3,0,0
159,1,130.05,8,3,4,4,0,0,0,0
177,2,130.05,8,11,4,3,2,0,3,0
258,0,110.0,10,16,3,0,1,0,0,0
13,0,73.0,4,26,3,3,0,1,0,1
0,1,110.0,3,6,4,1,2,0,3,1
296,1,117.0,9,21,3,4,0,1,0,0
21,0,138.0,8,1,4,3,1,3,0,0
53,2,89.1,9,1,4,2,0,3,0,1
205,0,90.0,5,29,3,1,2,0,0,0
36,2,102.6,10,13,4,1,0,3,0,1
56,0,185.0,9,25,3,2,2,0,0,1
142,0,110.75,5,29,3,5,2,1,0,1
192,0,68.23,10,31,3,2,1,0,0,1
12,1,87.0,1,8,4,2,1,0,0,1
65,1,72.09,10,30,4,0,1,3,0,0
154,1,120.7,7,7,4,3,2,0,3,0
2,3,0.0,1,27,1,1,0,0,0,1
19,0,66.0,2,20,3,1,2,0,0,1
39,1,133.0,12,27,4,1,0,0,0,1
35,1,129.0,10,28,4,2,1,0,0,1
157,1,121.5,7,14,4,2,0,0,0,0
36,2,159.3,7,20,4,2,0,0,3,1
107,0,120.0,6,10,3,2,0,0,0,1
63,0,71.0,1,19,3,2,0,0,0,1
36,1,129.0,10,26,4,4,0,0,0,0
55,0,106.0,12,28,4,1,1,0,0,1
185,2,85.0,3,27,4,1,2,0,0,1
2,2,0.0,12,1,4,0,0,0,0,1
91,0,110.0,9,30,3,2,1,0,0,1
96,0,99.45,4,27,4,4,2,0,0,0
11,1,92.58,12,26,4,1,2,0,1,1
263,0,110.0,10,21,3,2,0,0,0,0
63,0,118.43,9,24,3,4,2,0,0,1
43,0,66.43,2,23,4,5,0,0,1,0
47,1,94.5,10,13,4,4,0,0,0,1
5,0,69.1,2,8,4,3,1,3,0,1
63,1,97.2,11,4,4,2,0,0,0,0
50,0,74.0,2,24,3,3,0,0,0,1
29,1,183.67,12,4,4,2,1,0,5,1
22,0,79.2,11,25,4,2,1,0,0,1
42,2,135.0,8,30,4,5,2,0,0,1
200,3,82.92,10,31,4,2,1,0,1,1
9,1,106.0,12,16,4,1,0,0,3,1
82,1,80.0,5,2,3,1,1,0,0,1
10,1,111.35,5,31,4,3,0,0,0,1
80,1,93.6,11,19,4,1,2,0,0,1
40,1,67.5,2,24,4,4,0,3,0,0
19,0,90.0,10,6,3,3,0,0,0,1
172,0,95.0,6,24,4,2,0,0,0,0
184,1,118.0,4,30,4,1,0,0,0,0
7,2,296.0,5,19,4,2,0,0,6,1
37,0,116.1,5,13,4,1,0,3,0,1
81,2,79.2,12,7,4,1,0,3,0,1
359,1,78.0,10,14,3,3,2,0,0,1
153,0,111.78,6,7,4,6,2,0,0,0
5,0,58.0,12,14,3,3,1,0,0,1
323,1,112.0,5,17,4,4,0,1,0,0
40,1,67.5,2,14,4,1,2,3,0,0
31,0,94.5,4,24,4,0,1,3,0,0
148,2,133.45,7,21,4,3,2,0,0,1
72,1,151.2,10,18,4,3,0,0,3,0
59,1,76.5,10,15,3,3,2,0,0,1
17,0,95.0,10,30,3,1,0,0,0,1
2,0,94.99,8,10,4,2,0,3,0,1
1,0,60.0,2,28,4,1,2,0,0,0
1,1,90.0,2,4,4,4,2,3,0,1
57,0,145.8,6,4,4,1,1,0,3,1
165,1,85.0,7,18,4,3,1,3,0,0
11,0,70.0,1,4,3,3,1,0,0,1
8,1,160.0,7,17,4,0,2,0,0,1
18,1,101.25,8,31,4,3,1,0,0,0
107,0,116.1,6,14,4,2,0,3,1,0
13,0,65.0,10,19,2,1,1,0,0,1
14,1,166.0,8,15,4,1,1,0,3,1
36,1,55.09,12,10,4,2,0,3,0,1
2,0,66.88,5,15,3,2,2,0,0,1
86,1,65.0,5,20,3,2,1,0,0,1
11,1,87.0,11,1,4,1,2,0,0,1
149,0,89.25,7,12,4,6,2,3,0,0
10,0,110.0,9,30,0,1,0,0,3,0
1,1,146.0,7,17,4,0,1,0,3,1
23,0,96.3,10,9,3,1,0,0,3,1
173,0,300.0,7,25,3,2,1,1,0,0
59,0,80.75,3,31,3,3,1,0,0,1
2,2,182.0,2,19,4,1,0,0,5,1
32,0,130.5,9,9,4,2,0,0,0,0
1,0,115.0,8,4,4,1,0,0,0,1
122,0,109.65,6,11,4,2,2,3,0,1
7,2,133.83,4,9,4,1,2,0,0,1
28,2,88.4,11,28,4,5,1,0,0,1
43,1,88.46,11,11,4,2,1,0,0,1
102,1,119.0,12,2,4,2,2,0,3,0
61,0,135.9,9,18,4,1,2,0,0,0
166,0,110.0,11,1,4,3,0,0,0,0
0,0,160.0,9,25,4,0,1,3,0,1
34,0,65.0,7,19,2,1,0,0,0,1
247,1,0.0,6,6,4,0,0,1,0,1
257,0,101.5,7,1,4,2,0,1,0,0
94,0,139.5,7,28,4,1,0,1,0,1
24,0,187.0,7,26,4,2,0,0,3,0
121,0,90.0,6,24,3,2,1,0,0,0
169,0,106.0,4,22,4,2,2,1,0,0
50,0,170.85,4,13,4,4,1,0,5,0
28,2,84.3,2,6,4,1,2,0,0,1
62,0,65.66,2,18,4,3,2,0,1,0
41,2,103.5,10,19,4,2,1,0,0,1
7,1,134.33,6,3,4,2,1,0,0,1
6,0,65.0,3,1,3,3,0,0,0,1
135,1,126.0,7,5,4,2,0,0,0,1
100,1,140.0,9,28,3,4,0,1,0,1
74,1,82.45,3,20,4,2,2,0,0,1
3,2,113.0,6,26,4,0,2,3,0,1
180,0,120.0,10,10,4,2,1,0,0,0
80,1,117.9,8,12,4,2,0,0,0,1
164,0,100.0,10,2,3,2,0,0,0,0
84,1,82.45,3,28,4,4,1,0,0,1
32,0,85.0,11,20,3,2,0,0,0,1
13,1,151.0,8,6,4,1,0,0,0,1
263,0,100.3,9,29,4,4,2,0,0,0
95,2,151.2,10,17,4,2,1,0,3,1
49,1,98.82,12,1,4,2,0,0,0,1
116,0,76.0,2,28,3,1,2,0,0,1
167,0,105.3,8,6,4,1,0,0,0,0
90,0,75.0,5,8,3,1,2,0,0,1
261,0,68.0,11,20,3,1,2,0,0,0
32,1,135.9,9,9,4,2,0,0,0,1
72,0,76.5,4,3,4,1,2,0,0,0
56,1,73.95,3,10,4,3,1,0,0,1
27,0,166.0,6,28,4,2,0,0,3,0
102,2,89.25,5,1,4,2,2,0,0,1
3,0,65.0,11,29,2,2,2,0,0,1
27,1,151.0,7,4,4,1,1,0,0,1
386,1,115.0,10,23,4,0,2,1,0,0
247,0,110.78,12,27,4,5,1,0,3,1
132,1,90.9,7,3,4,0,2,1,0,1
32,0,85.0,10,15,3,1,1,0,0,1
433,0,70.0,9,8,4,3,0,0,0,0
54,2,198.9,6,9,4,3,2,0,5,1
2,0,130.0,2,27,4,1,0,0,3,1
60,2,96.98,12,23,4,4,0,0,0,1
3,1,130.0,1,29,4,2,1,1,0,1
14,0,69.75,3,10,3,3,1,0,3,1
79,1,115.6,4,25,3,1,1,0,3,1
71,0,101.87,10,7,4,2,2,0,3,0
5,1,67.0,9,27,2,3,0,0,0,1
136,0,117.36,8,23,4,8,2,0,0,0
145,2,134.3,7,30,4,2,2,0,0,1
79,1,132.3,10,20,4,3,2,0,3,1
115,0,76.0,2,27,3,3,2,0,0,1
187,1,80.75,9,12,3,4,1,0,1,1
10,0,152.53,9,29,4,3,0,0,3,1
45,0,79.8,1,23,4,1,1,0,0,1
59,1,90.9,3,31,4,3,0,0,0,1
0,0,112.0,10,20,2,1,0,0,0,1
130,0,104.55,5,12,4,3,1,0,0,0
95,2,89.25,9,18,4,2,1,0,0,1
97,0,108.0,10,17,4,5,2,3,0,0
37,2,103.35,6,22,4,1,0,0,0,1
49,3,109.8,9,2,4,1,0,0,0,1
4,0,75.0,8,11,2,2,0,0,0,1
10,0,103.0,3,19,4,1,1,0,0,1
9,2,148.0,8,14,4,1,2,3,0,1
96,0,97.88,10,24,4,3,1,0,0,0
17,0,142.0,4,15,4,2,0,0,3,0
154,1,90.95,6,27,4,3,1,0,0,1
230,1,86.5,7,26,4,3,0,0,1,0
47,1,125.1,9,9,4,2,0,3,0,1
19,1,150.02,9,18,4,4,2,0,5,0
60,0,89.46,4,24,4,2,2,0,0,0
13,1,95.0,6,23,4,1,0,0,0,1
1,0,99.3,8,26,3,3,0,0,0,1
193,0,95.2,8,26,4,2,2,0,0,0
32,0,159.3,3,24,4,3,0,0,3,0
190,0,109.3,5,6,4,2,2,0,1,0
130,1,117.3,8,11,4,4,2,0,0,1
23,2,88.0,12,7,4,1,0,3,0,1
54,1,160.47,7,27,4,2,0,0,3,1
94,2,65.45,11,23,4,2,1,0,3,1
151,1,72.25,8,5,3,2,1,0,0,1
131,0,94.5,8,15,4,1,2,1,0,0
138,0,90.95,4,23,4,2,2,0,0,1
35,1,133.2,9,26,4,1,1,0,0,0
96,2,132.3,10,19,4,4,1,0,3,1
2,0,80.0,1,29,4,1,0,0,0,1
145,0,65.0,1,3,3,1,2,0,0,1
9,0,86.25,1,17,4,0,2,0,1,1
61,1,149.4,9,11,4,3,2,0,3,1
15,0,81.0,2,19,2,1,0,0,0,1
42,0,116.1,5,12,4,2,0,0,0,1
174,0,109.65,9,4,4,2,2,3,0,0
40,1,88.2,3,20,4,1,2,3,0,1
1,0,110.0,10,11,0,2,0,0,3,1
202,2,115.5,8,15,4,2,1,0,0,0
198,0,137.7,8,22,4,2,1,0,3,0
24,1,119.0,9,28,4,1,0,3,0,1
7,1,66.22,2,15,4,3,1,0,0,0
83,0,132.6,5,7,4,2,2,0,3,0
101,1,101.15,4,28,4,3,2,0,0,1
66,0,75.0,10,9,4,2,1,0,0,0
30,0,140.0,6,2,3,2,0,0,0,1
39,2,74.8,11,17,4,3,1,3,0,1
168,1,171.9,11,7,4,3,1,0,0,0
34,0,80.0,12,1,2,3,0,0,0,1
67,0,80.75,6,12,3,1,2,0,0,1
36,2,120.0,3,16,4,3,0,0,3,1
60,1,84.58,10,16,3,2,2,0,0,1
174,0,70.0,10,10,3,1,1,0,0,0
192,1,72.75,8,8,4,3,1,0,0,1
85,0,124.53,4,19,4,4,0,0,3,0
103,1,93.6,12,2,4,2,1,0,0,0
62,1,95.67,10,6,4,3,0,0,0,1
130,0,71.0,4,15,3,2,1,0,0,1
67,1,86.4,11,26,4,1,1,0,0,1
143,0,115.6,7,16,4,2,2,1,3,1
41,1,121.73,4,28,4,3,1,0,0,1
105,1,126.9,6,11,4,1,1,0,0,1
1,0,0.0,3,2,4,1,0,0,0,1
5,0,126.75,4,4,4,5,3,0,3,0
54,0,94.5,6,2,3,2,0,0,0,1
173,2,114.75,7,31,4,2,2,0,0,0
104,0,132.3,10,11,4,5,2,0,3,0
6,1,75.0,3,20,3,0,2,0,0,1
245,0,75.0,6,17,4,2,0,0,0,0
85,0,94.5,7,17,4,2,2,3,0,0
91,0,198.9,5,13,4,2,1,0,5,0
214,1,90.95,8,7,4,2,2,0,0,1
32,0,143.28,11,8,4,2,0,0,0,0
180,0,70.0,10,16,3,1,0,0,0,0
42,0,60.0,1,15,3,2,1,0,0,1
99,0,81.0,2,19,2,1,0,0,0,1
41,1,76.92,6,21,4,3,0,0,0,1
44,1,112.0,11,6,3,1,2,0,0,1
63,2,109.35,4,26,4,2,0,0,0,1
2,0,120.0,6,2,4,2,0,0,0,1
89,1,159.3,4,30,4,1,2,0,3,0
21,0,67.0,11,21,2,0,1,0,0,0
12,0,65.0,6,14,2,2,0,0,0,1
11,1,91.0,2,13,4,1,0,0,0,1
28,1,96.02,5,11,4,3,0,3,0,1
31,0,75.0,9,16,3,2,1,0,0,0
56,1,79.2,12,16,4,2,0,3,0,1
61,0,91.0,10,4,3,0,2,0,0,1
191,2,84.43,8,30,4,4,0,0,3,0
71,0,87.3,4,1,4,2,0,0,0,0
194,1,114.75,8,8,4,3,1,0,0,0
305,0,89.0,11,4,4,2,1,0,0,0
51,0,87.3,7,21,3,5,2,1,3,1
1,1,0.0,10,13,1,1,0,0,0,1
8,1,120.47,11,7,4,3,1,0,0,1
99,1,103.5,7,6,4,3,0,3,0,1
52,0,76.5,10,23,3,2,2,3,0,1
53,1,168.3,8,6,4,1,0,0,3,1
144,0,92.55,5,25,4,4,1,0,3,1
14,1,89.32,3,29,4,2,0,0,3,1
122,1,107.0,3,27,3,1,2,1,0,1
94,0,76.5,8,1,4,4,2,0,0,1
210,0,0.0,10,8,4,3,1,1,0,0
230,1,96.3,9,2,4,2,1,0,0,1
177,0,90.9,10,30,3,1,2,0,0,1
47,2,114.48,7,2,4,2,2,0,3,1
2,0,82.4,3,17,3,1,0,0,0,1
100,0,82.88,4,26,4,4,0,3,0,0
8,1,79.4,1,19,4,5,0,3,0,1
42,0,140.58,8,25,4,3,2,0,3,1
103,0,89.25,9,9,4,1,0,0,0,1
180,2,95.13,8,14,4,5,2,0,0,1
94,1,96.3,4,12,4,2,0,0,0,1
65,0,105.3,7,24,4,2,2,0,0,0
292,0,90.0,7,21,3,2,0,1,0,1
58,1,131.4,6,28,4,4,0,0,3,1
76,0,127.8,7,9,4,1,2,0,3,0
42,1,90.76,2,14,4,3,2,0,3,1
0,0,58.0,12,27,3,1,2,0,0,1
3,1,98.0,1,22,4,2,0,0,0,1
151,0,63.75,8,5,3,2,1,3,0,1
80,1,62.83,9,3,4,3,1,3,0,1
86,0,76.5,7,6,4,3,1,0,0,0
51,0,67.5,7,8,3,4,1,0,0,1
159,1,130.5,8,7,4,1,2,0,0,0
1,1,99.0,7,20,4,1,0,3,0,1
160,0,76.27,11,13,4,4,2,3,0,0
164,0,100.0,10,2,3,2,0,0,0,1
101,0,85.6,4,11,4,2,1,0,3,1
5,2,80.3,1,15,4,2,1,0,0,1
5,1,133.1,5,28,4,2,2,0,3,1
92,0,90.0,11,11,3,1,0,0,0,1
126,1,87.0,1,8,4,2,2,0,3,1
55,0,112.59,9,28,4,2,0,3,0,0
115,0,98.7,10,23,4,1,2,3,0,1
10,0,66.0,2,4,2,1,0,0,0,1
18,2,96.0,9,13,4,2,2,0,0,1
193,1,76.85,7,9,4,1,2,0,1,1
4,2,194.33,3,27,4,1,2,0,5,1
38,2,159.3,7,19,4,2,0,0,3,1
3,0,0.0,9,12,1,1,0,0,1,1
59,0,100.0,10,9,3,1,2,0,0,1
338,0,80.0,10,7,3,2,1,0,0,0
4,1,0.0,8,23,1,1,2,0,0,1
239,3,101.58,10,29,4,2,2,0,3,1
7,1,126.0,10,19,4,2,1,0,0,1
1,0,95.0,9,6,2,1,0,0,0,1
74,0,101.5,9,18,3,2,0,1,0,1
42,1,152.1,8,16,4,2,0,0,0,1
47,1,97.82,10,16,4,3,2,0,3,1
188,1,164.25,8,8,4,1,1,1,0,0
11,0,94.5,8,15,3,1,2,1,0,1
0,0,133.0,9,7,4,0,1,0,0,1
181,0,120.0,10,11,4,2,0,0,0,0
9,1,71.84,3,1,4,3,0,0,0,1
61,1,79.2,11,17,4,3,0,3,0,1
118,1,140.4,6,11,4,1,2,0,3,1
433,0,70.0,9,8,3,3,0,0,0,0
8,2,124.0,9,4,4,2,0,0,0,1
189,4,96.3,10,28,4,2,1,0,0,1
82,0,76.5,7,16,4,5,2,0,0,0
141,2,108.29,5,29,4,3,2,0,3,1
1,0,120.0,4,12,3,5,0,1,0,1
305,0,89.0,11,4,3,2,1,0,0,0
297,1,118.0,9,23,4,2,0,0,0,0
1,0,146.0,9,29,2,3,0,1,0,1
52,0,150.9,8,26,4,4,2,0,3,1
31,3,152.1,7,13,4,2,0,0,0,1
212,0,78.0,5,20,3,3,2,0,0,1
53,0,120.0,10,14,3,1,0,0,0,1
7,2,161.33,10,9,4,2,1,0,3,1
117,0,90.95,10,24,3,2,1,0,3,1
34,0,69.82,2,19,4,9,4,3,0,0
23,1,250.0,9,26,4,1,0,0,5,0
269,0,70.0,12,29,3,3,2,0,0,1
4,1,146.0,6,7,4,4,0,0,3,1
87,0,72.25,7,19,3,4,0,0,0,1
296,0,85.0,9,21,3,4,0,0,0,0
34,1,80.1,3,11,4,2,1,3,0,0
126,1,134.18,7,18,4,5,2,1,0,1
271,1,101.33,9,21,3,3,0,0,0,0
116,0,190.8,10,15,4,4,2,0,5,0
0,1,107.0,10,31,4,1,0,0,0,1
47,1,135.9,8,20,4,3,2,0,0,0
68,2,132.3,10,18,4,3,0,0,3,1
110,0,149.4,9,23,4,2,0,0,3,0
196,0,128.7,8,6,4,1,1,0,0,0
71,2,146.7,7,24,4,0,1,0,3,1
20,1,90.65,11,13,4,2,2,0,0,1
64,1,126.9,4,29,4,2,1,0,0,0
103,0,115.0,4,19,3,2,0,0,0,0
286,0,90.0,10,16,3,0,1,0,0,0
19,1,139.0,9,23,4,2,1,3,0,1
115,0,72.25,8,20,3,2,2,0,0,1
150,0,80.1,10,30,4,0,2,3,0,0
275,0,90.0,10,5,3,4,1,0,0,0
94,0,146.7,6,30,4,2,0,0,3,0
25,1,139.0,10,21,4,2,0,0,0,1
19,2,102.79,12,6,4,4,0,0,0,1
120,1,129.81,9,11,4,5,2,0,0,1
159,0,122.0,9,19,3,2,1,0,0,0
148,0,100.8,6,2,4,3,0,0,0,1
80,0,80.75,3,26,3,4,2,0,0,1
49,0,75.95,3,6,4,2,2,0,0,1
40,0,74.8,12,1,4,3,1,3,0,0
273,0,100.8,9,30,4,2,1,0,0,0
148,1,136.43,8,15,4,3,1,0,3,0
1,2,79.0,6,13,4,1,1,3,0,1
12,0,72.0,10,4,3,0,1,0,0,1
31,2,103.5,10,11,4,2,2,0,0,1
36,0,150.3,6,29,4,4,0,0,3,0
275,0,91.69,10,9,4,5,3,3,0,0
146,2,127.8,7,8,4,1,0,0,3,1
89,2,79.2,12,17,4,1,2,3,0,1
61,0,121.5,5,13,4,2,1,0,0,1
95,1,37.33,3,22,3,3,0,0,0,1
4,0,88.0,12,7,4,1,0,3,0,1
4,1,65.0,10,12,2,0,1,0,0,1
2,1,42.28,12,12,4,3,1,3,0,1
0,0,109.0,8,14,3,2,0,1,0,1
56,1,116.1,5,13,4,2,1,3,0,1
148,0,96.9,8,21,3,1,2,0,0,1
67,0,48.51,2,13,4,1,2,3,0,1
16,1,129.0,10,5,3,1,0,0,0,1
48,0,81.0,5,22,3,2,2,0,0,1
15,0,85.0,4,13,3,3,0,3,0,1
56,0,80.19,6,20,4,3,1,3,0,0
0,0,81.0,8,6,4,1,0,3,0,1
112,1,111.78,5,4,4,4,0,0,0,1
21,2,105.0,9,3,4,3,0,0,0,1
12,0,130.0,10,20,2,2,0,0,0,1
31,0,75.0,9,16,4,2,1,0,0,0
15,1,105.0,9,8,4,4,0,0,0,1
0,0,170.0,9,29,4,1,0,3,0,1
3,0,75.0,7,11,3,1,0,0,0,1
221,1,65.0,10,17,3,1,2,0,0,1
80,0,160.0,10,9,3,2,0,1,3,1
94,0,80.75,5,13,3,2,1,0,0,1
36,0,85.0,10,25,3,3,0,0,0,1
8,1,103.0,11,14,4,1,1,0,0,1
53,1,83.92,3,15,4,5,2,0,0,1
63,1,63.75,3,10,4,3,1,3,0,1
8,1,85.0,2,19,3,2,1,0,0,1
6,1,136.0,10,19,4,2,1,0,3,1
219,2,168.3,8,18,4,1,0,0,5,0
57,0,67.5,3,11,4,2,1,3,0,0
66,0,126.9,6,17,4,2,1,0,0,0
0,1,65.0,3,21,2,0,1,0,0,1
5,3,239.0,9,24,4,1,1,0,5,1
42,0,89.0,6,13,2,1,1,0,0,1
283,1,111.3,10,23,4,1,2,0,3,0
32,0,137.52,8,21,3,1,2,0,4,1
20,3,127.2,9,25,4,4,2,0,3,1
207,3,76.5,8,21,4,3,2,0,0,1
11,1,89.0,3,29,4,2,0,3,0,1
31,0,95.4,3,11,4,2,1,0,3,0
28,1,149.0,9,18,4,0,2,0,0,1
18,0,100.0,6,21,2,3,0,0,0,1
65,0,139.5,7,12,4,2,0,0,3,1
126,0,140.27,8,1,4,5,2,0,3,0
64,0,93.5,3,18,4,2,2,0,0,1
62,2,118.8,12,8,4,2,0,0,0,1
282,0,77.0,11,12,3,1,2,0,0,1
101,0,84.58,7,11,3,2,1,0,0,1
22,0,97.6,8,31,4,2,0,0,0,1
2,1,109.0,12,3,4,1,2,0,0,1
1,0,71.7,1,27,4,2,0,0,0,1
92,1,72.25,11,26,4,3,0,0,0,0
153,1,99.45,7,23,4,2,2,0,0,1
30,1,63.21,2,12,4,2,1,0,0,1
18,0,75.0,1,26,4,5,0,0,0,1
6,0,157.0,4,15,4,2,1,0,3,1
211,0,100.0,5,20,3,2,0,0,0,0
132,1,70.0,3,28,3,2,1,0,0,1
2,0,99.14,8,19,4,5,2,0,0,1
247,1,100.3,9,26,4,5,2,0,0,0
18,1,77.0,1,21,4,3,0,3,0,1
42,0,168.63,3,20,4,2,2,0,5,0
4,0,80.0,8,29,3,1,1,0,0,1
89,3,72.25,7,17,3,2,2,0,0,1
17,0,72.4,3,31,3,1,0,0,0,1
5,1,79.0,2,2,4,1,0,0,0,1
213,0,130.0,6,7,4,3,0,0,0,0
65,0,214.83,6,10,4,7,3,0,5,0
1,0,95.0,11,13,4,0,2,3,0,0
55,1,68.07,11,24,4,3,2,0,0,1
35,0,540.0,3,25,3,1,0,0,0,0
41,1,112.0,11,2,3,4,1,0,0,1
2,1,179.0,8,9,4,2,0,0,0,1
22,0,43.5,12,8,3,4,0,0,0,1
11,1,76.93,11,18,4,7,3,0,0,0
56,3,94.5,10,21,4,3,0,0,0,1
7,1,81.0,3,2,4,1,0,3,0,1
70,0,87.3,2,18,4,3,0,0,0,1
212,1,63.11,8,16,4,5,2,3,0,1
19,0,69.0,12,5,4,1,2,0,0,1
314,0,68.66,12,26,4,6,3,3,0,0
168,0,85.0,4,22,3,2,1,0,0,0
24,1,107.1,10,16,4,1,2,3,0,0
272,0,90.1,7,28,4,3,2,0,0,0
0,0,65.0,12,14,2,1,0,0,0,1
65,1,149.4,9,9,4,1,0,0,3,0
202,0,90.0,5,29,3,1,2,0,0,0
88,0,149.4,9,4,4,4,2,0,3,0
6,2,169.0,7,11,4,2,1,0,0,1
0,1,74.69,12,28,4,0,1,0,0,1
0,1,143.0,6,28,4,1,0,0,0,1
17,0,95.0,10,3,2,1,1,0,0,1
25,0,91.0,2,13,4,1,0,0,0,0
11,1,57.98,1,28,4,1,0,3,0,1
27,1,65.0,6,29,2,1,0,0,0,1
157,2,123.3,8,10,4,3,0,0,0,0
40,2,203.73,5,13,4,2,1,0,6,1
27,3,104.5,12,27,3,1,2,1,0,1
129,1,112.03,5,11,4,4,1,0,3,0
1,1,105.0,3,8,4,4,0,0,0,1
75,1,151.2,10,8,4,1,1,0,3,1
7,1,127.0,2,10,4,4,1,0,3,0
28,1,141.67,12,30,3,2,1,0,0,1
55,2,80.24,12,24,4,3,2,3,0,1
52,1,115.09,10,31,4,5,1,0,3,1
154,0,112.0,7,13,3,4,1,0,0,0
28,1,133.95,5,1,4,2,2,0,0,1
104,0,75.0,12,3,3,3,0,0,0,1
56,1,126.9,5,30,4,2,1,0,0,1
11,0,97.0,8,25,4,2,0,0,0,1
70,0,93.6,11,4,4,2,1,0,0,0
17,1,138.6,11,27,4,3,2,0,3,0
212,0,80.75,8,11,4,3,1,3,0,0
170,0,105.3,8,1,4,2,1,0,0,0
62,1,111.88,12,23,4,2,1,1,0,1
7,0,117.0,12,31,4,4,2,0,3,1
6,1,66.0,3,1,2,2,0,0,0,1
108,0,110.75,5,8,3,0,2,1,0,0
1,1,79.0,1,29,4,1,0,3,0,1
127,0,94.5,8,1,4,3,1,3,0,0
6,0,67.0,9,26,2,0,1,0,0,1
180,1,100.0,5,2,3,1,1,0,0,1
114,1,125.1,10,27,4,1,0,0,0,1
93,1,60.0,3,4,3,2,0,0,0,1
8,0,95.0,9,25,3,0,2,0,0,1
150,0,101.0,1,2,3,1,2,1,0,1
9,0,68.4,1,22,4,2,2,3,0,1
213,0,130.0,6,7,3,3,0,0,0,0
148,0,96.3,8,26,4,2,2,0,0,0
304,0,89.0,11,3,3,3,0,0,0,0
12,1,90.0,6,8,3,2,0,0,0,1
137,1,90.0,12,9,4,2,1,0,0,1
107,2,189.0,7,13,4,4,0,1,3,1
355,0,87.31,12,26,4,5,2,0,3,0
93,0,134.1,8,3,4,4,1,0,0,0
67,2,81.9,11,20,4,2,0,0,3,1
58,0,75.0,11,23,3,4,0,0,0,1
12,1,89.32,8,29,4,5,2,0,3,1
18,2,115.68,12,31,4,2,2,0,0,1
